  STREAM OBSERVATION OUTPUT
    TIME      SFR-NODE  SFR-CONCENTRATION    FLOWGW          GW-CONC
    1321.153         39       0.1159907E-02        32.16213           0.1334202E-01
    1321.153         40       0.1724820E-02        0.000000           0.1000000E+31
    1441.258          1       0.1185328E-03       -69.07879           0.1148253E-01
    1441.258          2       0.2359359E-03       -69.44162           0.1146295E-01
    1441.258          3       0.3513395E-03       -69.22833           0.1146796E-01
    1441.258          4       0.4637833E-03       -68.61442           0.1146816E-01
    1441.258          5       0.5721200E-03       -67.17272           0.1150335E-01
    1441.258          6       0.6749475E-03       -64.02850           0.1166939E-01
    1441.258          7       0.7706590E-03       -59.61715           0.1190705E-01
    1441.258          8       0.8571275E-03       -53.59626           0.1224350E-01
    1441.258          9       0.9312009E-03       -45.05421           0.1278780E-01
    1441.258         10       0.9901562E-03       -34.66274           0.1355585E-01
    1441.258         11       0.1050626E-02       -36.26577           0.1338346E-01
    1441.258         12       0.1112031E-02       -37.37084           0.1327641E-01
    1441.258         13       0.1177295E-02       -40.45902           0.1305741E-01
    1441.258         14       0.1245623E-02       -43.08222           0.1287816E-01
    1441.258         15       0.1315509E-02       -44.71676           0.1276311E-01
    1441.258         16       0.1385496E-02       -45.23340           0.1272939E-01
    1441.258         17       0.1454494E-02       -44.98927           0.1273661E-01
    1441.258         18       0.1521228E-02       -43.67366           0.1282316E-01
    1441.258         19       0.1583951E-02       -40.95270           0.1301058E-01
    1441.258         20       0.1640044E-02       -36.18196           0.1335977E-01
    1441.258         21       0.1687587E-02       -30.08597           0.1383190E-01
    1441.258         22       0.1742037E-02       -35.48397           0.1340477E-01
    1441.258         23       0.1801074E-02       -39.35167           0.1311809E-01
    1441.258         24       0.1861981E-02       -41.23930           0.1297723E-01
    1441.258         25       0.1922919E-02       -41.65714           0.1294459E-01
    1441.258         26       0.1982788E-02       -41.18049           0.1297357E-01
    1441.258         27       0.2040916E-02       -40.11129           0.1304775E-01
    1441.258         28       0.2096830E-02       -38.62718           0.1315363E-01
    1441.258         29       0.2149986E-02       -36.65839           0.1330008E-01
    1441.258         30       0.2199658E-02       -34.10171           0.1349268E-01
    1441.258         31       0.2244820E-02       -30.68215           0.1376986E-01
    1441.258         32       0.2284232E-02       -26.35242           0.1413718E-01
    1441.258         33       0.2316282E-02       -20.90701           0.1463983E-01
    1441.258         34       0.2339249E-02       -14.48606           0.1529128E-01
    1441.258         35       0.2351399E-02       -7.347598           0.1609689E-01
    1441.258         36       0.2351250E-02       0.1199965           0.1644045E-01
    1441.258         37       0.2340219E-02        8.985526           0.1547026E-01
    1441.258         38       0.2315943E-02        20.15248           0.1441427E-01
    1441.258         39       0.2278348E-02        32.16213           0.1344801E-01
    1441.258         40       0.1719128E-02        0.000000           0.1000000E+31
    1561.363          1       0.5368693E-04       -69.07879           0.1148330E-01
    1561.363          2       0.1068285E-03       -69.44162           0.1146372E-01
    1561.363          3       0.1590457E-03       -69.22833           0.1146872E-01
    1561.363          4       0.2097913E-03       -68.61442           0.1146890E-01
    1561.363          5       0.2585701E-03       -67.17272           0.1150406E-01
    1561.363          6       0.3050853E-03       -64.02850           0.1167013E-01
    1561.363          7       0.3486629E-03       -59.61715           0.1190780E-01
    1561.363          8       0.3883824E-03       -53.59626           0.1224430E-01
    1561.363          9       0.4229721E-03       -45.05421           0.1278869E-01
    1561.363         10       0.4511958E-03       -34.66274           0.1355697E-01
    1561.363         11       0.4799059E-03       -36.26577           0.1338448E-01
    1561.363         12       0.5089182E-03       -37.37084           0.1327737E-01
    1561.363         13       0.5395531E-03       -40.45902           0.1305832E-01
    1561.363         14       0.5714533E-03       -43.08222           0.1287903E-01
    1561.363         15       0.6039534E-03       -44.71676           0.1276396E-01
    1561.363         16       0.6364672E-03       -45.23340           0.1273023E-01
    1561.363         17       0.6685084E-03       -44.98927           0.1273744E-01
    1561.363         18       0.6995808E-03       -43.67366           0.1282401E-01
    1561.363         19       0.7289621E-03       -40.95270           0.1301148E-01
    1561.363         20       0.7555390E-03       -36.18196           0.1336075E-01
    1561.363         21       0.7783992E-03       -30.08597           0.1383302E-01
    1561.363         22       0.8042224E-03       -35.48397           0.1340577E-01
    1561.363         23       0.8319579E-03       -39.35167           0.1311901E-01
    1561.363         24       0.8604256E-03       -41.23930           0.1297811E-01
    1561.363         25       0.8888696E-03       -41.65714           0.1294545E-01
    1561.363         26       0.9168329E-03       -41.18049           0.1297444E-01
    1561.363         27       0.9440477E-03       -40.11129           0.1304863E-01
    1561.363         28       0.9703184E-03       -38.62718           0.1315454E-01
    1561.363         29       0.9954197E-03       -36.65839           0.1330103E-01
    1561.363         30       0.1019026E-02       -34.10171           0.1349368E-01
    1561.363         31       0.1040699E-02       -30.68215           0.1377096E-01
    1561.363         32       0.1059851E-02       -26.35242           0.1413842E-01
    1561.363         33       0.1075694E-02       -20.90701           0.1464132E-01
    1561.363         34       0.1087294E-02       -14.48606           0.1529318E-01
    1561.363         35       0.1093587E-02       -7.347598           0.1609943E-01
    1561.363         36       0.1093749E-02       0.1199965           0.1644244E-01
    1561.363         37       0.1105747E-02        8.985526           0.1544079E-01
    1561.363         38       0.1132100E-02        20.15248           0.1434702E-01
    1561.363         39       0.1172796E-02        32.16213           0.1334390E-01
    1561.363         40       0.1725572E-02        0.000000           0.1000000E+31
    1681.468          1       0.1185455E-03       -69.07879           0.1148368E-01
    1681.468          2       0.2359612E-03       -69.44162           0.1146410E-01
    1681.468          3       0.3513771E-03       -69.22833           0.1146910E-01
    1681.468          4       0.4638325E-03       -68.61442           0.1146927E-01
    1681.468          5       0.5721800E-03       -67.17272           0.1150442E-01
    1681.468          6       0.6750177E-03       -64.02850           0.1167049E-01
    1681.468          7       0.7707387E-03       -59.61715           0.1190818E-01
    1681.468          8       0.8572160E-03       -53.59626           0.1224469E-01
    1681.468          9       0.9312975E-03       -45.05421           0.1278913E-01
    1681.468         10       0.9902603E-03       -34.66274           0.1355752E-01
    1681.468         11       0.1050737E-02       -36.26577           0.1338497E-01
    1681.468         12       0.1112149E-02       -37.37084           0.1327783E-01
    1681.468         13       0.1177420E-02       -40.45902           0.1305876E-01
    1681.468         14       0.1245755E-02       -43.08222           0.1287946E-01
    1681.468         15       0.1315648E-02       -44.71676           0.1276437E-01
